loc_rowid,pl_name,hostname,hd_name,hip_name,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,M2R infered radius [Rearth],Flux Contrast alpha=0 Ag=0.5,Flux Contrast alpha=90 Ag=0.5,SpT Number,Mam Inferred SpT from Teff,Mam Inferred Teff from SpT,Sep arcsec,Sep lod,Re,SpT,StarTeff,Mam Inferred StarRad from Teff,StarRad,Teq,Giant
771,Gl 686 b,Gl 686,,HIP 86287,Gaia DR2 4550763526539955712,0,1,1,Radial Velocity,2018,Published Confirmed,0,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,15.5314,0.0015,-0.0014,0.0,0.0917,0.0024,-0.0023,0.0,,,,,,,,,,,,,,,,,6.64,0.53,-0.54,0.0,0.02089,0.00167,-0.0017,0.0,6.64,0.53,-0.54,0.0,0.02089,0.00167,-0.0017,0.0,Msini,0.077,0.056,-0.058,0.0,,,,,,,,,,,,,0.0,,,,,,,,,<a refstr=LALITHA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A.116L/abstract target=ref>Lalitha et al. 2019</a>,M1.0 V,3654.0,51.0,-51.0,0.0,0.43,0.02,-0.02,0.0,0.43,0.03,-0.03,0.0,-0.22,0.16,-0.16,0.0,[Fe/H],4.88,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.15728,0.00232,-0.00232,122.561,0.0345963,-0.0345963,6.36,0.023,-0.023,5.79,0.02,-0.02,5.572,0.02,-0.02,,,,,,,,,,,,,,,,8.73899,0.000634,-0.000634,2020-12-10,2019-07,2019-06-13,2.2041660188134258,3.5007452114032975e-07,1.1143218098002339e-07,6.1,,,0.011241492262126592,1.7300890902691188,2.2041660188134258,6.1,3654.0,,0.43,349.0003888148474,False
806,HAT-P-11 c,HAT-P-11,,HIP 97657,Gaia DR2 2086512227851023872,1,1,2,Radial Velocity,2018,Published Confirmed,0,<a refstr=YEE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..255Y/abstract target=ref>Yee et al. 2018</a>,3407.0,360.0,-190.0,0.0,4.13,0.29,-0.16,0.0,,,,,,,,,,,,,,,,,507.0,30.0,-27.0,0.0,1.59519,0.09439,-0.08495,0.0,507.0,30.0,-27.0,0.0,1.59519,0.09439,-0.08495,0.0,Msini,0.601,0.032,-0.031,0.0,,,,,,,,,,,,,0.0,2456862.0,20.0,-26.0,0.0,143.7,4.8,-4.9,0.0,<a refstr=YEE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..255Y/abstract target=ref>Yee et al. 2018</a>,,4780.0,50.0,-50.0,0.0,0.68,0.01,-0.01,0.0,0.81,0.02,-0.03,0.0,0.31,0.05,-0.05,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647,0.0337,-0.0336,26.4508,0.0234464,-0.0234464,7.608,0.029,-0.029,7.131,0.021,-0.021,7.009,0.02,-0.02,,,,,,,,,,,,,,,,9.15098,0.000293,-0.000293,2019-01-28,2018-06,2019-01-31,11.619187141295996,4.795809893899226e-09,1.52655370148616e-09,,5.060214949600127,,0.10936138775099498,16.83094552154188,11.619187141295996,5.060214949600127,4780.0,,0.68,85.54903892718126,False
1540,HD 100777 b,HD 100777,HD 100777,HIP 56572,Gaia DR2 3786035184916139136,1,1,1,Radial Velocity,2007,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,383.70001,1.2,-1.2,0.0,1.03,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,327.3649,12.7132,-12.7132,0.0,1.03,0.04,-0.04,0.0,327.3649,12.7132,-12.7132,0.0,1.03,0.04,-0.04,0.0,Msini,0.36,0.02,-0.02,0.0,,,,,,,,,,,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5533.0,3.0,-3.0,0.0,1.04,0.02,-0.02,0.0,0.83,0.04,-0.04,0.0,0.25,,,0.0,[Fe/H],4.32,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.5336,0.1459,-0.1451,20.1596,0.0588576,-0.0588576,7.152,0.02,-0.02,6.804,0.031,-0.031,6.735,0.026,-0.026,,,,,,,,,,,,,,,,8.2387,0.000329,-0.000329,2018-09-04,2017-03,2018-09-06,11.27847527002104,7.265021489236612e-08,2.3125281633616998e-08,,4.532395999590604,,0.02079396611592939,3.20023472700319,11.27847527002104,4.532395999590604,5533.0,,1.04,245.22601193225026,False
1546,HD 10180 e,HD 10180,HD 10180,HIP 7599,Gaia DR2 4716158250340258944,0,1,6,Radial Velocity,2010,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,49.745,0.022,-0.022,0.0,0.2699,0.0042,-0.0042,0.0,,,,,,,,,,,,,,,,,25.1,1.2,-1.2,0.0,0.07897,0.00378,-0.00378,0.0,25.1,1.2,-1.2,0.0,0.079,0.0038,-0.0038,0.0,Msin(i)/sin(i),0.026,0.036,-0.036,0.0,,,,,,,,,90.0,,,0.0,0.0,,,,,166.0,110.0,-110.0,0.0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,G1 V,5911.0,19.0,-19.0,0.0,,,,,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,25.6379,0.0252558,-0.0252558,6.246,0.021,-0.021,5.934,0.031,-0.031,5.868,0.018,-0.018,,,,,,,,,,,,,,,,7.17261,0.000183,-0.000183,2015-06-24,2011-04,2015-06-25,5.5342408817253865,2.547539442176382e-07,8.109069898878818e-08,4.1,,,0.006927493602527674,1.0661557047031198,5.5342408817253865,4.1,5911.0,1.1777911736424034,,,False
1548,HD 10180 f,HD 10180,HD 10180,HIP 7599,Gaia DR2 4716158250340258944,1,1,6,Radial Velocity,2010,Published Confirmed,0,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,122.744,0.232,-0.232,0.0,0.4929,0.0078,-0.0078,0.0,,,,,,,,,,,,,,,,,22.94733,1.4938,-1.4938,0.0,0.0722,0.0047,-0.0047,0.0,22.94733,1.4938,-1.4938,0.0,0.0722,0.0047,-0.0047,0.0,Msini,0.119,0.054,-0.054,0.0,,,,,,,,,,,,,0.0,2454024.67,11.03,-11.03,0.0,327.0,27.0,-27.0,0.0,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,25.6379,0.0252558,-0.0252558,6.246,0.021,-0.021,5.934,0.031,-0.031,5.868,0.018,-0.018,,,,,,,,,,,,,,,,7.17261,0.000183,-0.000183,2015-06-24,2014-09,2015-06-25,5.2244927104748555,6.80739871321171e-08,2.1668623096101026e-08,,4.282481517744782,,0.012651210065527569,1.947047598548232,5.2244927104748555,4.282481517744782,5911.0,,1.11,391.2468441516691,False
1550,HD 10180 g,HD 10180,HD 10180,HIP 7599,Gaia DR2 4716158250340258944,0,1,6,Radial Velocity,2010,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,601.2,8.1,-8.1,0.0,1.422,0.026,-0.026,0.0,,,,,,,,,,,,,,,,,21.4,3.4,-3.4,0.0,0.06733,0.0107,-0.0107,0.0,21.4,3.4,-3.4,0.0,0.0673,0.0107,-0.0107,0.0,Msin(i)/sin(i),0.19,0.14,-0.14,0.0,,,,,,,,,90.0,,,0.0,0.0,,,,,347.0,49.0,-49.0,0.0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,G1 V,5911.0,19.0,-19.0,0.0,,,,,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,25.6379,0.0252558,-0.0252558,6.246,0.021,-0.021,5.934,0.031,-0.031,5.868,0.018,-0.018,,,,,,,,,,,,,,,,7.17261,0.000183,-0.000183,2015-06-24,2011-04,2015-06-25,4.9826756366137,7.439377710916474e-09,2.368027472440052e-09,4.1,,,0.036498317535362555,5.617167143711881,4.9826756366137,4.1,5911.0,1.1777911736424034,,,False
1552,HD 10180 h,HD 10180,HD 10180,HIP 7599,Gaia DR2 4716158250340258944,0,1,6,Radial Velocity,2010,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,2222.0,91.0,-91.0,0.0,3.4,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,64.4,4.6,-4.6,0.0,0.20262,0.01447,-0.01447,0.0,64.4,4.6,-4.6,0.0,0.203,0.014,-0.014,0.0,Msin(i)/sin(i),0.08,0.07,-0.07,0.0,,,,,,,,,90.0,,,0.0,0.0,,,,,174.0,74.0,-74.0,0.0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,G1 V,5911.0,19.0,-19.0,0.0,,,,,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,25.6379,0.0252558,-0.0252558,6.246,0.021,-0.021,5.934,0.031,-0.031,5.868,0.018,-0.018,,,,,,,,,,,,,,,,7.17261,0.000183,-0.000183,2015-06-24,2011-04,2015-06-25,8.473749885768502,3.7636048321110815e-09,1.197992625750043e-09,4.1,,,0.08726742589327192,13.430638740239376,8.473749885768502,4.1,5911.0,1.1777911736424034,,,False
1554,HD 101930 b,HD 101930,HD 101930,HIP 57172,Gaia DR2 5341787994441794176,0,2,1,Radial Velocity,2005,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...437.1121L/abstract target=ref> Lovis et al. 2005 </a>,70.46,0.18,-0.18,0.0,0.302,,,0.0,,,,,,,,,,,,,,,,,95.34,,,0.0,0.3,,,0.0,95.34,,,0.0,0.3,,,0.0,Msini,0.11,0.02,-0.02,0.0,,,,,,,,,,,,,0.0,2453145.0,2.0,-2.0,0.0,251.0,11.0,-11.0,0.0,<a refstr=LOVIS_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...437.1121L/abstract target=ref> Lovis et al. 2005 </a>,K1 V,5079.0,62.0,-62.0,0.0,,,,,0.74,0.05,-0.05,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.24,0.16,-0.16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h43m30.15s,175.875608,-58d00m19.37s,-58.0053798,30.0274,0.0409,-0.0407,33.274,0.0449199,-0.0449199,6.645,0.019,-0.019,6.259,0.047,-0.047,6.147,0.026,-0.026,,,,,,,,,,,,,,,,7.96664,0.000351,-0.000351,2018-04-25,2005-07,2014-05-14,9.42279213010087,5.8986945058864e-07,1.8776127768016516e-07,5.1,,,0.010057480834171456,1.5478672636206674,9.42279213010087,5.1,5079.0,0.9714574895481973,,,False
1571,HD 102365 b,HD 102365,HD 102365,HIP 57443,Gaia DR2 5381537023379295232,1,2,1,Radial Velocity,2010,Published Confirmed,0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,122.1,0.3,-0.3,0.0,0.46,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,16.0,2.6,-2.6,0.0,0.05,0.008,-0.008,0.0,16.0,2.6,-2.6,0.0,0.05,0.008,-0.008,0.0,Msini,0.34,0.14,-0.14,0.0,,,,,,,,,,,,,0.0,2450129.0,11.0,-11.0,0.0,105.0,22.0,-22.0,0.0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,,5630.0,,,0.0,,,,,0.85,,,0.0,-0.26,,,0.0,[Fe/H],4.57,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,9.2894,0.01424,-0.0142,107.621,0.163553,-0.163553,3.931,0.276,-0.276,3.49,0.238,-0.238,3.489,0.278,-0.278,,,,,,,,,,,,,,,,4.71107,0.0029997,-0.0029997,2014-05-14,2011-02,2014-05-14,3.985750436603875,4.5489913471045975e-08,1.4479889179479132e-08,,4.46731769425449,,0.04951880638146705,7.621047516294613,3.985750436603875,4.46731769425449,5630.0,1.1087758011637627,,,False
1572,HD 102843 b,HD 102843,HD 102843,HIP 57735,Gaia DR2 3794501355731126016,1,1,1,Radial Velocity,2019,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,3090.942,295.049,-295.049,0.0,4.074,0.27,-0.27,0.0,,,,,,,,,,,,,,,,,113.9,14.5,-14.5,0.0,0.35837,0.04562,-0.04562,0.0,113.9,14.5,-14.5,0.0,0.35837,0.04562,-0.04562,0.0,Msini,0.11,0.07,-0.07,0.0,,,,,,,,,,,,,0.0,,,,,108.69,49.38,-49.38,0.0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K0 V,5436.0,144.0,-69.0,0.0,,,,,0.95,0.05,-0.05,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m20.51s,177.5854673,-01d15m08.28s,-1.2522989,62.758,0.2124,-0.2111,15.9056,0.053364,-0.053364,7.896,0.027,-0.027,7.535,0.059,-0.059,7.495,0.023,-0.023,,,,,,,,,,,,,,,,9.04883,0.000175,-0.000175,2019-05-20,2019-06,2019-05-23,9.791706202498062,3.50013881139146e-09,1.114128786681484e-09,5.0,,,0.06491602664202173,9.990711807485166,9.791706202498062,5.0,5436.0,1.0607332741968494,,,False
1580,HD 103891 b,HD 103891,HD 103891,,Gaia DR2 3594183153331697408,1,1,1,Radial Velocity,2022,Published Confirmed,0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,1919.0,14.0,-15.0,0.0,3.27,0.02,-0.01,0.0,,,,,,,,,,,,,,,,,457.67291,19.0697,-15.89142,0.0,1.44,0.06,-0.05,0.0,457.67291,19.0697,-15.89142,0.0,1.44,0.06,-0.05,0.0,Msini,0.31,0.03,-0.03,0.0,,,,,,,,,,,,,0.0,2455245.0,19.0,-19.0,0.0,181.49,8.05,-8.17,0.0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,F9,6072.0,20.0,-20.0,0.0,2.22,0.05,-0.05,0.0,1.28,0.01,-0.01,0.0,-0.19,0.01,-0.01,0.0,[Fe/H],3.79,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h57m45.19s,179.4382907,-08d32m55.03s,-8.5486195,55.5213,0.4446,-0.4378,17.9842,0.142049,-0.142049,5.556,0.023,-0.023,5.279,0.033,-0.033,5.187,0.023,-0.023,,,,,,,,,,,,,,,,6.436,0.0004038,-0.0004038,2022-05-09,2022-04,2022-05-09,11.550472720150232,7.559874424072045e-09,2.406382767490123e-09,3.9,,,0.058896315468117647,9.064265710677338,11.550472720150232,3.9,6072.0,,2.22,220.669434269467,False
1581,HD 103949 b,HD 103949,HD 103949,HIP 58374,Gaia DR2 3492633633781166336,1,1,1,Radial Velocity,2019,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,120.878,0.446,-0.446,0.0,0.439,0.009,-0.009,0.0,,,,,,,,,,,,,,,,,11.2,2.3,-2.3,0.0,0.03524,0.00724,-0.00724,0.0,11.2,2.3,-2.3,0.0,0.03524,0.00724,-0.00724,0.0,Msini,0.19,0.12,-0.12,0.0,,,,,,,,,,,,,0.0,,,,,127.74,68.28,-68.28,0.0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K3 V,4792.0,66.0,-54.0,0.0,,,,,0.77,0.04,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m11.51s,179.5479558,-23d55m26.84s,-23.9241221,26.4997,0.0538,-0.0537,37.7076,0.0759381,-0.0759381,6.903,0.02,-0.02,6.411,0.02,-0.02,6.314,0.021,-0.021,,,,,,,,,,,,,,,,8.38479,0.000407,-0.000407,2019-05-20,2019-06,2019-05-23,3.128727681938856,3.077634617461318e-08,9.796415247994062e-09,5.3,,,0.016566225278022016,2.5495765999864224,3.128727681938856,5.3,4792.0,0.8988481952667629,,,False
1582,HD 104067 b,HD 104067,HD 104067,HIP 58451,Gaia DR2 3494677900774838144,0,1,1,Radial Velocity,2009,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,55.828,0.029,-0.029,0.0,0.2673,0.0032,-0.0033,0.0,,,,,,,,,,,,,,,,,64.51917,5.40308,-5.40308,0.0,0.203,0.017,-0.017,0.0,64.51917,5.40308,-5.40308,0.0,0.203,0.017,-0.017,0.0,Msini,0.247,0.08,-0.082,0.0,,,,,,,,,,,,,0.0,,,,,10.0,19.0,-19.0,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,4939.01,63.84,-63.84,0.0,0.78,0.01,-0.01,0.0,0.82,0.03,-0.03,0.0,0.087,0.059,-0.059,0.0,[Fe/H],4.56,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m10.17s,179.7923543,-20d21m20.18s,-20.3556058,20.3632,0.0245,-0.0244,49.0793,0.058593,-0.058593,6.212,0.019,-0.019,5.754,0.023,-0.023,5.614,0.024,-0.024,,,,,,,,,,,,,,,,7.62029,0.000199,-0.000199,2021-09-20,2021-05,2021-09-20,8.478655419211277,6.096304102834022e-07,1.9405138651148738e-07,,4.9453824569133875,,0.013126620570440796,2.0202142661730256,8.478655419211277,4.9453824569133875,4939.01,,0.78,372.130730325283,False
1593,HD 105779 b,HD 105779,HD 105779,,Gaia DR2 3567602184853029760,1,1,1,Radial Velocity,2022,Published Confirmed,0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,2412.0,55.0,-52.0,0.0,3.38,0.05,-0.05,0.0,,,,,,,,,,,,,,,,,203.41018,19.0697,-19.0697,0.0,0.64,0.06,-0.06,0.0,203.41018,19.0697,-19.0697,0.0,0.64,0.06,-0.06,0.0,Msini,0.0,,,0.0,,,,,,,,,,,,,0.0,2456782.0,39.0,-38.0,0.0,90.0,,,0.0,<a refstr=SREENIVAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...660A.124S/abstract target=ref>Sreenivas et al. 2022</a>,G2,5792.0,16.0,-16.0,0.0,0.94,0.02,-0.02,0.0,0.89,0.01,-0.01,0.0,-0.25,0.01,-0.01,0.0,[Fe/H],4.36,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h10m38.69s,182.6612053,-16d57m23.37s,-16.9564908,55.2411,0.17,-0.169,18.0738,0.0551361,-0.0551361,7.498,0.03,-0.03,7.187,0.038,-0.038,7.111,0.023,-0.023,,,,,,,,,,,,,,,,8.49018,0.000395,-0.000395,2022-05-09,2022-04,2022-05-09,10.743776891377419,6.121969068500664e-09,1.9486832774151334e-09,4.2,,,0.06118632684722063,9.41670323509091,10.743776891377419,4.2,5792.0,,0.94,134.7230597413556,False
1594,HD 106252 b,HD 106252,HD 106252,HIP 59610,Gaia DR2 3905603054348141440,1,1,1,Radial Velocity,2002,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1531.0,4.7,-4.7,0.0,2.61,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,2202.5619,85.8141,-85.8141,0.0,6.93,0.27,-0.27,0.0,2202.5619,85.8141,-85.8141,0.0,6.93,0.27,-0.27,0.0,Msini,0.48,0.01,-0.01,0.0,,,,,,,,,,,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5874.0,10.0,-10.0,0.0,1.1,0.02,-0.02,0.0,1.01,0.05,-0.05,0.0,-0.06,,,0.0,[Fe/H],4.36,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h13m29.53s,183.3730583,+10d02m25.55s,10.0404302,38.185,0.079,-0.0787,26.1595,0.0536897,-0.0536897,6.302,0.024,-0.024,6.016,0.047,-0.047,5.929,0.026,-0.026,,,,,,,,,,,,,,,,7.26281,0.000179,-0.000179,2018-09-04,2017-03,2018-09-06,11.905010201699469,1.2606342392481258e-08,4.012723412144605e-09,,4.306507436848413,,0.06835144690323425,10.519430146280596,11.905010201699469,4.306507436848413,5874.0,,1.1,168.19684259412045,False
